"x","Bump"
0,0
0.0025062656641604,6.19933320059052e-05
0.0050125313283208,0.00024795795533078
0.0075187969924812,0.000557847755708107
0.0100250626566416,0.000991585888732716
0.012531328320802,0.00154906479891631
0.0150375939849624,0.0022301462463582
0.0175438596491228,0.00303466134102526
0.0200501253132832,0.00396241058463198
0.0225563909774436,0.00501316392011081
0.025062656641604,0.00618666078866031
0.0275689223057644,0.00748261019435648
0.0300751879699248,0.00890069077631228
0.0325814536340852,0.0104405508883664
0.0350877192982456,0.0121018086862822
0.037593984962406,0.0138840522224347
0.0401002506265664,0.0157868395479631
0.0426065162907268,0.0178096988223615
0.0451127819548872,0.0199521284304837
0.0476190476190476,0.0222135971069296
0.050125313283208,0.0245935440677854
0.0526315789473684,0.0270913791496827
0.0551378446115288,0.0297064829561432
0.0576441102756892,0.0324382070111731
0.0601503759398496,0.0352858739200671
0.06265664160401,0.0382487775373848
0.0651629072681704,0.0413261831420554
0.0676691729323308,0.0445173276195697
0.0701754385964912,0.0478214196512112
0.0726817042606516,0.0512376399102829
0.075187969924812,0.0547651412652777
0.0776942355889724,0.0584030489899451
0.0802005012531328,0.0621504609801996
0.0827067669172932,0.0660064479778185
0.0852130325814536,0.0699700538008731
0.087719298245614,0.0740402955808365
0.0902255639097744,0.0782161640063087
0.0927318295739348,0.0824966235732988
0.0952380952380952,0.0868806128420025
0.0977443609022556,0.0913670447000109
0.100250626566416,0.0959548066318853
0.102756892230576,0.100642760995031
0.105263157894737,0.105429745301803
0.107769423558897,0.110314572507772
0.110275689223058,0.115296031306078
0.112781954887218,0.120372886427806
0.115288220551378,0.125543878948293
0.117794486215539,0.130807726599317
0.120300751879699,0.136163124087057
0.12280701754386,0.141608743415774
0.12531328320802,0.147143234217122
0.12781954887218,0.152765224084996
0.130325814536341,0.158473318915859
0.132832080200501,0.164266103254439
0.135338345864662,0.170142140644726
0.137844611528822,0.176099973986172
0.140350877192982,0.182138125895016
0.142857142857143,0.188255099070633
0.145363408521303,0.194449376666828
0.147869674185464,0.200719422667971
0.150375939849624,0.207063682269888
0.152882205513784,0.213480582265411
0.155388471177945,0.219968531434493
0.157894736842105,0.226525920938786
0.160401002506266,0.233151124720593
